Relative:208,greenfolder,Relative:208,greenfolder,Relative:208,greenfolder,Relative:208,redfolder,Relative:208,redfolder,Relative:208,redfolder,Relative:208,darkgreenvinyl,Relative:208,darkgreenvinyl,Relative:208,darkgreenvinyl,Relative:208,greenvinyl,Relative:208,greenvinyl,Relative:208,greenvinyl,Relative:208,redvinyl,Relative:208,redvinyl,Relative:208,redvinyl,Relative:208,insidegreenfolder,Relative:208,insidegreenfolder,Relative:208,insidegreenfolder,Relative:208,insideredfolder,Relative:208,insideredfolder,Relative:208,insideredfolder,Relative:208,greenleafpoisonivy,Relative:208,greenleafpoisonivy,Relative:208,greenleafpoisonivy,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapeupper,Relative:208,greenleafgrapeupper,Relative:208,greenleafgrapeupper,Relative:208,greenleafverygreen,Relative:208,greenleafverygreen,Relative:208,greenleafverygreen,Relative:208,redleafpoinsettia,Relative:208,redleafpoinsettia,Relative:208,redleafpoinsettia,Relative:208,redleafcarnation,Relative:208,redleafcarnation,Relative:208,redleafcarnation,Relative:208,greenbag,Relative:208,greenbag,Relative:208,greenbag,Relative:208,greenfoam,Relative:208,greenfoam,Relative:208,greenfoam,Relative:208,redfoam,Relative:208,redfoam,Relative:208,redfoam,Relative:208,redpaper,Relative:208,redpaper,Relative:208,redpaper,Relative:208,redswatch1314,Relative:208,redswatch1314,Relative:208,redswatch1314,Relative:216,redpaint,Relative:216,redpaint,Relative:216,redpaint,Relative:216,redtape,Relative:216,redtape,Relative:216,redtape,Relative:208,greencalibrate,Relative:208,greencalibrate,Relative:208,greencalibrate,Relative:208,darkgreencalibrate,Relative:208,darkgreencalibrate,Relative:208,darkgreencalibrate,Relative:208,redcalibrate,Relative:208,redcalibrate,Relative:208,redcalibrate,Relative:208,insideredfoldermattenp,Relative:208,insideredfoldermattenp,Relative:208,insideredfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redswatch1315mattenp,Relative:208,redswatch1315mattenp,Relative:208,redswatch1315mattenp,Relative:208,darkgreenvinylmattenp,Relative:208,darkgreenvinylmattenp,Relative:208,darkgreenvinylmattenp,Relative:208,redvinylmattenp,Relative:208,redvinylmattenp,Relative:208,redvinylmattenp,Relative:208,greenvinylmattenp,Relative:208,greenvinylmattenp,Relative:208,greenvinylmattenp
182.045,-626.42,182.045,783.02,182.045,-320.75,182.045,984.91,182.045,198.11,182.045,341.51,182.045,-53.49,182.045,-1.94,182.045,-13.95,182.045,102.33,182.045,-7.36,182.045,128.68,182.045,14.73,182.045,122.09,182.045,49.22,182.045,108.79,182.045,312.09,182.045,202.75,182.045,107.69,182.045,109.34,182.045,44.51,182.045,-283.08,182.045,-153.85,182.045,200,182.045,746.15,182.045,-212.31,182.045,256.92,182.045,255.38,182.045,555.38,182.045,-583.08,182.045,30.77,182.045,693.85,182.045,-352.31,182.045,-360,182.045,476.92,182.045,829.23,182.045,-161.54,182.045,330.77,182.045,215.38,182.045,67.69,182.045,584.62,182.045,126.15,182.045,395.38,182.045,127.69,182.045,229.23,182.045,-249.23,182.045,161.54,182.045,161.54,182.045,-536.92,182.045,-21.54,182.045,-161.54,182.045,53.85,182.045,-416.92,182.045,289.23,182.045,58.4461,182.045,226.56979,182.045,254.47202,182.045,93.50763,182.045,310.26781,182.045,124.0204,182.045,77.44418,182.045,81.03292,182.045,44.62711,182.045,-0.25653,182.045,161.74765,182.045,143.30398,182.045,52.57593,182.045,171.48052,182.045,-25.65635,182.045,-54.91134,182.045,111.85854,182.045,85.61455,182.045,11.05092,182.045,23.36701,182.045,110.75166,182.045,-9.47074,182.045,79.29228,182.045,50.05981,182.045,52.42952,182.045,35.05364,182.045,59.85518,182.045,198.49159,182.045,-430.03631,182.045,-459.91117,182.045,447.63501,182.045,-3.379,182.045,-173.05765,182.045,-117.6134,182.045,-6.08224,182.045,-41.90253,182.045,-270.44997,182.045,9.46099,182.045,2.70317
182.431,-79.42,182.431,-144.77,182.431,-20.94,182.431,90.25,182.431,-274.01,182.431,-200.36,182.431,24.37,182.431,-85.29,182.431,203.36,182.431,104.2,182.431,95.38,182.431,82.35,182.431,-123.53,182.431,-44.96,182.431,-13.03,182.431,127.59,182.431,44.44,182.431,21.26,182.431,39.08,182.431,-19.73,182.431,27.39,182.431,-41.42,182.431,18.53,182.431,8.17,182.431,-75.48,182.431,2.72,182.431,24.25,182.431,-93.19,182.431,14.99,182.431,-49.32,182.431,129.7,182.431,-144.69,182.431,1.36,182.431,81.2,182.431,2.72,182.431,31.88,182.431,163.76,182.431,15.53,182.431,-68.66,182.431,5.45,182.431,-81.74,182.431,-31.06,182.431,25.89,182.431,-61.85,182.431,-36.24,182.431,9.26,182.431,-41.69,182.431,-41.69,182.431,-35.69,182.431,-4.9,182.431,72.21,182.431,34.06,182.431,-70.03,182.431,88.28,182.431,102.99826,182.431,15.53458,182.431,-25.44754,182.431,110.86925,182.431,30.3234,182.431,36.12738,182.431,-463.08309,182.431,-234.00937,182.431,-205.1737,182.431,-190.75675,182.431,-482.60374,182.431,-55.09687,182.431,-328.16592,182.431,-124.61601,182.431,-274.72261,182.431,531.70964,182.431,334.31571,182.431,523.48351,182.431,-57.52626,182.431,378.17506,182.431,-69.85256,182.431,641.40284,182.431,-101.35189,182.431,237.01495,182.431,213.72007,182.431,742.88812,182.431,256.19969,182.431,-63.81684,182.431,46.09785,182.431,130.02967,182.431,97.12016,182.431,132.89877,182.431,42.10302,182.431,376.41182,182.431,138.16276,182.431,-23.68151,182.431,-42.09975,182.431,-144.70425,182.431,184.22483
182.816,169.43,182.816,111.35,182.816,219.21,182.816,39.3,182.816,143.67,182.816,274.67,182.816,284.47,182.816,118.93,182.816,-83.5,182.816,-19.42,182.816,48.06,182.816,188.35,182.816,253.4,182.816,56.8,182.816,155.83,182.816,90.3,182.816,70.3,182.816,145.15,182.816,66.67,182.816,46.36,182.816,-48.79,182.816,-21.2,182.816,-37.59,182.816,41.93,182.816,156.87,182.816,218.31,182.816,83.13,182.816,87.23,182.816,13.25,182.816,2.65,182.816,72.29,182.816,41.69,182.816,28.19,182.816,94.94,182.816,75.66,182.816,-6.51,182.816,75.42,182.816,63.86,182.816,97.35,182.816,35.66,182.816,105.06,182.816,-8.19,182.816,177.11,182.816,57.11,182.816,-24.34,182.816,139.28,182.816,36.39,182.816,36.39,182.816,126.51,182.816,134.46,182.816,67.71,182.816,84.1,182.816,130.84,182.816,31.81,182.816,46.66937,182.816,618.54133,182.816,-453.60726,182.816,390.98765,182.816,15.55698,182.816,-18.89133,182.816,51.22693,182.816,102.43828,182.816,12.19831,182.816,-45.95491,182.816,165.41508,182.816,51.63343,182.816,-66.29297,182.816,-131.39139,182.816,-125.28733,182.816,61.97386,182.816,39.43867,182.816,-154.96355,182.816,-301.51263,182.816,354.852,182.816,274.60674,182.816,-321.24322,182.816,-53.52819,182.816,-63.38918,182.816,185.90178,182.816,-448.09883,182.816,187.3099,182.816,154.9221,182.816,247.45832,182.816,198.18167,182.816,117.35794,182.816,-2.66853,182.816,-65.96474,182.816,18.92436,182.816,41.0073,182.816,42.22079,182.816,42.70619,182.816,-7.27765,182.816,33.96935
183.202,131.98,183.202,153.81,183.202,-78.17,183.202,240.61,183.202,207.61,183.202,-38.07,183.202,201.37,183.202,-123.97,183.202,194.52,183.202,-126.03,183.202,304.79,183.202,161.64,183.202,102.74,183.202,160.96,183.202,185.62,183.202,205.66,183.202,-83.02,183.202,-212.26,183.202,-215.09,183.202,8.49,183.202,44.34,183.202,-34,183.202,25.95,183.202,-29.08,183.202,16.78,183.202,-112.3,183.202,23.49,183.202,48.77,183.202,-37.81,183.202,34.68,183.202,70.69,183.202,24.38,183.202,-23.94,183.202,-47.87,183.202,2.24,183.202,-52.57,183.202,98.66,183.202,52.13,183.202,83.22,183.202,25.95,183.202,-88.59,183.202,63.98,183.202,42.73,183.202,70.92,183.202,16.78,183.202,29.08,183.202,91.05,183.202,91.05,183.202,106.71,183.202,28.19,183.202,9.17,183.202,20.81,183.202,71.36,183.202,54.59,183.202,151.17665,183.202,88.4031,183.202,-9.60319,183.202,96.00116,183.202,88.803,183.202,44.40746,183.202,-120.93892,183.202,68.6602,183.202,201.45944,183.202,130.59054,183.202,255.90558,183.202,-0.74639,183.202,320.03535,183.202,57.46665,183.202,450.49119,183.202,-2800.6879,183.202,1542.66908,183.202,-1114.40022,183.202,1057.05735,183.202,2228.17086,183.202,2099.64531,183.202,1085.62385,183.202,-3744.0764,183.202,3927.30275,183.202,-3829.8465,183.202,485.69845,183.202,1442.69345,183.202,22.02535,183.202,15.48985,183.202,59.06786,183.202,128.8321,183.202,68.54514,183.202,64.51269,183.202,204.87106,183.202,-5.64427,183.202,-182.18091,183.202,245.21492,183.202,130.65119,183.202,-312.70976
183.587,1215.09,183.587,752.83,183.587,796.23,183.587,441.51,183.587,-103.77,183.587,401.89,183.587,-148,183.587,-362,183.587,-72,183.587,208,183.587,-358,183.587,-8,183.587,-436,183.587,-234,183.587,-642,183.587,-78.77,183.587,15.64,183.587,-129.33,183.587,36.87,183.587,-38.27,183.587,-66.76,183.587,45.4,183.587,-21.14,183.587,-12.92,183.587,-35.42,183.587,11.35,183.587,61.25,183.587,33.27,183.587,73.39,183.587,71.04,183.587,-13.31,183.587,5.68,183.587,-39.73,183.587,11.35,183.587,8.22,183.587,-8.41,183.587,-1.37,183.587,101.96,183.587,57.14,183.587,13.31,183.587,57.14,183.587,-66.14,183.587,34.25,183.587,77.69,183.587,61.64,183.587,100.59,183.587,57.73,183.587,57.73,183.587,46.38,183.587,12.13,183.587,70.65,183.587,-0.59,183.587,-34.64,183.587,66.54,183.587,-4.86564,183.587,72.45905,183.587,46.42594,183.587,-23.95098,183.587,54.29114,183.587,6.17605,183.587,237.26067,183.587,176.09768,183.587,22.39088,183.587,214.1395,183.587,-317.37987,183.587,130.59054,183.587,367.75112,183.587,391.60631,183.587,199.9676,183.587,-128.448,183.587,109.76468,183.587,45.5878,183.587,123.71337,183.587,-9.30495,183.587,105.57988,183.587,-76.31385,183.587,56.75052,183.587,-184.7874,183.587,143.23986,183.587,45.5878,183.587,-168.95482,183.587,231.91855,183.587,97.95954,183.587,-100.71623,183.587,323.68128,183.587,343.49746,183.587,273.72764,183.587,502.81676,183.587,159.21913,183.587,-149.96584,183.587,273.72764,183.587,86.84106,183.587,668.76913
183.972,166.42,183.972,46.96,183.972,60.83,183.972,161.07,183.972,56.2,183.972,84.43,183.972,103.08,183.972,131.54,183.972,-187.69,183.972,-153.85,183.972,59.23,183.972,-3.08,183.972,53.85,183.972,57.69,183.972,356.15,183.972,-153.47,183.972,138.61,183.972,23.27,183.972,108.91,183.972,28.22,183.972,126.24,183.972,381.15,183.972,286.91,183.972,367.54,183.972,190.05,183.972,130.89,183.972,264.4,183.972,172.77,183.972,271.73,183.972,315.71,183.972,508.9,183.972,258.12,183.972,153.4,183.972,206.28,183.972,13.61,183.972,161.78,183.972,264.4,183.972,297.91,183.972,437.7,183.972,328.8,183.972,278.53,183.972,250.26,183.972,418.32,183.972,266.49,183.972,307.33,183.972,160.21,183.972,405.76,183.972,405.76,183.972,140.84,183.972,-84.82,183.972,38.22,183.972,224.61,183.972,292.67,183.972,203.14,183.972,1045.71554,183.972,-59.08843,183.972,400.03164,183.972,363.66164,183.972,2920.36161,183.972,804.69505,183.972,659.68917,183.972,-5.7148,183.972,339.93123,183.972,204.26775,183.972,1037.75365,183.972,318.51274,183.972,407.03752,183.972,224.26221,183.972,177.13133,183.972,681.7837,183.972,198.29125,183.972,283.95841,183.972,438.44209,183.972,386.39543,183.972,351.97322,183.972,399.82757,183.972,398.14858,183.972,419.13536,183.972,473.69511,183.972,485.44533,183.972,514.81916,183.972,83.41123,183.972,-7.80281,183.972,111.22259,183.972,1.95075,183.972,-84.48164,183.972,55.4575,183.972,32.18879,183.972,21.54284,183.972,95.54661,183.972,138.58805,183.972,11.39103,183.972,-86.2166
184.358,60.41,184.358,58.37,184.358,80.82,184.358,95.51,184.358,95.1,184.358,41.22,184.358,-54.97,184.358,65.23,184.358,-35.76,184.358,129.8,184.358,75.17,184.358,133.77,184.358,72.19,184.358,-77.81,184.358,180.46,184.358,485.19,184.358,-311.11,184.358,-650,184.358,274.07,184.358,931.48,184.358,90.74,184.358,-22.6,184.358,-137.85,184.358,-62.15,184.358,-241.24,184.358,-68.93,184.358,-14.12,184.358,-123.16,184.358,-157.63,184.358,29.94,184.358,-88.14,184.358,119.21,184.358,-192.66,184.358,-77.97,184.358,57.63,184.358,6.21,184.358,22.03,184.358,12.99,184.358,196.61,184.358,-137.85,184.358,-92.66,184.358,46.33,184.358,27.68,184.358,-7.34,184.358,-60.45,184.358,-227.12,184.358,312.43,184.358,312.43,184.358,19.77,184.358,-188.7,184.358,-50.28,184.358,55.93,184.358,27.68,184.358,-128.81,184.358,3.61377,184.358,-113.80714,184.358,-158.95451,184.358,-57.81321,184.358,97.58989,184.358,-124.64324,184.358,351.07158,184.358,590.39848,184.358,34.88608,184.358,631.04913,184.358,380.12239,184.358,761.10846,184.358,-3.48875,184.358,182.54253,184.358,831.92979,184.358,-366.34177,184.358,174.63688,184.358,-538.31923,184.358,-324.05994,184.358,-569.33693,184.358,-469.24027,184.358,-321.24126,184.358,-143.69158,184.358,-153.55405,184.358,-761.11915,184.358,183.08575,184.358,52.11478,184.358,15.54791,184.358,73.13899,184.358,66.55935,184.358,13.90181,184.358,111.73162,184.358,8.16502,184.358,-39.80899,184.358,134.17293,184.358,-113.32213,184.358,-73.49934,184.358,-82.68855,184.358,140.80287
184.743,49.8,184.743,50.46,184.743,-9.17,184.743,-11.8,184.743,44.95,184.743,30.8,184.743,222.76,184.743,42.41,184.743,241.38,184.743,2.76,184.743,87.24,184.743,147.59,184.743,112.41,184.743,-78.97,184.743,170.69,184.743,56.76,184.743,227.03,184.743,-131.08,184.743,664.86,184.743,271.62,184.743,193.24,184.743,-51.06,184.743,689.36,184.743,540.43,184.743,-282.98,184.743,940.43,184.743,734.04,184.743,804.26,184.743,321.28,184.743,636.17,184.743,365.96,184.743,1253.19,184.743,963.83,184.743,395.74,184.743,974.47,184.743,453.19,184.743,836.17,184.743,-321.28,184.743,927.66,184.743,382.98,184.743,587.23,184.743,370.21,184.743,440.43,184.743,810.64,184.743,193.62,184.743,617.02,184.743,423.4,184.743,423.4,184.743,912.77,184.743,574.47,184.743,597.87,184.743,-40.43,184.743,814.89,184.743,1234.04,184.743,307.44821,184.743,924.56284,184.743,637.25631,184.743,919.00106,184.743,151.85689,184.743,298.18595,184.743,-0.71967,184.743,33.10089,184.743,131.64085,184.743,132.00037,184.743,71.58949,184.743,39.93603,184.743,85.25597,184.743,200.29313,184.743,-35.98752,184.743,201.93069,184.743,-270.35047,184.743,-260.8342,184.743,-420.67765,184.743,-544.3224,184.743,149.53314,184.743,-133.29425,184.743,158.10681,184.743,134.29151,184.743,41.9017,184.743,196.21426,184.743,-157.09211,184.743,97.40237,184.743,-477.66985,184.743,88.31074,184.743,150.65635,184.743,25.97571,184.743,-47.04198,184.743,320.7615,184.743,27.93627,184.743,140.20984,184.743,-47.04198,184.743,-147.95004,184.743,37.24921
185.128,1.35,185.128,23.46,185.128,22.67,185.128,43.77,185.128,20.54,185.128,53.31,185.128,80.61,185.128,-18.42,185.128,21.61,185.128,60.94,185.128,66.07,185.128,23.82,185.128,67.31,185.128,36.98,185.128,48.61,185.128,65.47,185.128,100.72,185.128,-22.66,185.128,105.04,185.128,77.34,185.128,-34.17,185.128,157.48,185.128,229.92,185.128,48.82,185.128,449.61,185.128,-130.71,185.128,-81.1,185.128,83.46,185.128,181.89,185.128,59.06,185.128,-40.94,185.128,85.83,185.128,-33.86,185.128,-168.5,185.128,-29.92,185.128,104.72,185.128,-68.5,185.128,221.26,185.128,3.15,185.128,154.33,185.128,15.75,185.128,-266.14,185.128,24.41,185.128,-77.95,185.128,525.2,185.128,-225.2,185.128,-120.47,185.128,-120.47,185.128,-140.94,185.128,124.41,185.128,-68.5,185.128,161.42,185.128,-13.39,185.128,-22.05,185.128,214.17508,185.128,62.70903,185.128,158.68797,185.128,152.34482,185.128,185.6423,185.128,92.86015,185.128,-51.10286,185.128,22.22037,185.128,-104.42164,185.128,285.61233,185.128,27.77563,185.128,54.44179,185.128,-263.23127,185.128,163.34441,185.128,182.23826,185.128,-24.5848,185.128,18.68054,185.128,-15.24189,185.128,-44.74871,185.128,-75.73997,185.128,-70.08214,185.128,-36.38758,185.128,104.66596,185.128,-34.66626,185.128,4.91626,185.128,118.41704,185.128,-34.17446,185.128,26.69167,185.128,-57.89448,185.128,-41.61344,185.128,-70.55655,185.128,104.4545,185.128,65.1303,185.128,201.81174,185.128,103.67982,185.128,118.20379,185.128,111.61991,185.128,126.72332,185.128,121.68916
185.514,992.59,185.514,833.33,185.514,1933.33,185.514,970.37,185.514,677.78,185.514,1344.44,185.514,128.93,185.514,-18.55,185.514,66.67,185.514,-123.27,185.514,51.26,185.514,16.35,185.514,-32.08,185.514,-8.49,185.514,-95.28,185.514,83.67,185.514,-19.05,185.514,-21.43,185.514,-47.62,185.514,40.48,185.514,174.49,185.514,90.72,185.514,210.31,185.514,397.94,185.514,-27.84,185.514,105.15,185.514,320.62,185.514,72.16,185.514,-89.69,185.514,269.07,185.514,284.54,185.514,168.04,185.514,456.7,185.514,632.99,185.514,-43.3,185.514,93.81,185.514,320.62,185.514,551.55,185.514,738.14,185.514,573.2,185.514,226.8,185.514,-63.92,185.514,842.27,185.514,217.53,185.514,21.65,185.514,690.72,185.514,405.15,185.514,405.15,185.514,398.97,185.514,562.89,185.514,155.67,185.514,497.94,185.514,149.48,185.514,144.33,185.514,208.06177,185.514,158.01061,185.514,282.40665,185.514,181.65199,185.514,79.13478,185.514,157.3966,185.514,-21.97691,185.514,273.9181,185.514,-16.30575,185.514,91.13206,185.514,190.48305,185.514,125.18782,185.514,63.46746,185.514,97.51692,185.514,148.96049,185.514,-226.10705,185.514,1442.9516,185.514,-60.87223,185.514,-1626.85412,185.514,-86.96095,185.514,778.11732,185.514,52.17459,185.514,1017.1376,185.514,847.65369,185.514,365.19103,185.514,-965.49803,185.514,-1161.26924,185.514,8.64425,185.514,65.85009,185.514,83.95449,185.514,-47.75695,185.514,102.47362,185.514,-57.10419,185.514,-40.08568,185.514,-23.88833,185.514,47.79142,185.514,-30.75189,185.514,150.03252,185.514,-23.06468
185.899,26.35,185.899,41.32,185.899,20.36,185.899,-71.46,185.899,59.28,185.899,45.71,185.899,-404,185.899,342,185.899,88,185.899,48,185.899,-6,185.899,1080,185.899,428,185.899,438,185.899,382,185.899,85.96,185.899,-7.02,185.899,37.72,185.899,-40.94,185.899,-26.02,185.899,28.36,185.899,79.28,185.899,-126.13,185.899,-88.29,185.899,9.91,185.899,239.64,185.899,195.5,185.899,81.08,185.899,49.55,185.899,240.54,185.899,68.47,185.899,141.44,185.899,-38.74,185.899,-264.86,185.899,398.2,185.899,307.21,185.899,-63.96,185.899,-381.08,185.899,61.26,185.899,3.6,185.899,565.77,185.899,243.24,185.899,143.24,185.899,26.13,185.899,-220.72,185.899,-156.76,185.899,193.69,185.899,193.69,185.899,-233.33,185.899,257.66,185.899,94.59,185.899,69.37,185.899,-289.19,185.899,263.06,185.899,-2.12838,185.899,-29.44529,185.899,53.90895,185.899,22.70086,185.899,73.05617,185.899,-210.50165,185.899,54.09479,185.899,-127.82703,185.899,198.38876,185.899,-38.51692,185.899,-267.89141,185.899,210.68932,185.899,41.79978,185.899,-76.21021,185.899,200.02881,185.899,28.10371,185.899,218.4348,185.899,-27.01956,185.899,167.59226,185.899,192.47124,185.899,-10.26781,185.899,131.90106,185.899,-48.63294,185.899,154.07221,185.899,214.10734,185.899,163.26576,185.899,-11.3486,185.899,-61.88232,185.899,-16.92678,185.899,-251.65411,185.899,-268.56194,185.899,-342.22689,185.899,-139.09426,185.899,-471.44668,185.899,-7.6078,185.899,154.35697,185.899,-226.00685,185.899,-606.05762,185.899,100
186.284,45.05,186.284,54.27,186.284,-139.93,186.284,123.55,186.284,128.67,186.284,209.22,186.284,164.05,186.284,170.92,186.284,197.39,186.284,117.65,186.284,250,186.284,66.67,186.284,22.88,186.284,118.63,186.284,104.25,186.284,50.58,186.284,91.12,186.284,61.97,186.284,87.26,186.284,90.93,186.284,21.81,186.284,66.39,186.284,48.44,186.284,38.91,186.284,88.57,186.284,7.89,186.284,42.59,186.284,-2.99,186.284,-12.11,186.284,-24.63,186.284,-13.61,186.284,-11.29,186.284,-18.91,186.284,-5.17,186.284,25.31,186.284,24.63,186.284,51.29,186.284,77.41,186.284,37.55,186.284,91.97,186.284,-64.76,186.284,86.8,186.284,21.63,186.284,1.77,186.284,40.68,186.284,22.04,186.284,74.97,186.284,74.97,186.284,84.49,186.284,-4.63,186.284,12.11,186.284,40.95,186.284,23.81,186.284,7.07,186.284,-70.64536,186.284,-61.98225,186.284,176.02371,186.284,10.66498,186.284,140.00992,186.284,-52.65246,186.284,-57.59695,186.284,62.63172,186.284,-65.68198,186.284,56.06635,186.284,124.74029,186.284,249.91289,186.284,135.84725,186.284,-138.96651,186.284,329.11778,186.284,-13.12111,186.284,109.41476,186.284,97.59173,186.284,-82.63227,186.284,67.3842,186.284,44.84443,186.284,25.37273,186.284,36.31138,186.284,-39.13919,186.284,76.13899,186.284,-3.93653,186.284,65.41449,186.284,2547.10788,186.284,984.74856,186.284,1261.76258,186.284,2493.22093,186.284,-50.95527,186.284,148.12107,186.284,-43.85122,186.284,21.9201,186.284,-4.32271,186.284,44.45384,186.284,-74.74121,186.284,-87.71719
186.669,208,186.669,556,186.669,-264,186.669,-162.67,186.669,-76,186.669,377.33,186.669,-191.23,186.669,-242.98,186.669,-284.21,186.669,-119.3,186.669,-16.67,186.669,-73.68,186.669,187.72,186.669,-116.67,186.669,-253.51,186.669,-198.51,186.669,113.43,186.669,191.79,186.669,-283.58,186.669,-102.24,186.669,-321.64,186.669,-35.4,186.669,152.21,186.669,143.36,186.669,-52.21,186.669,288.5,186.669,6.19,186.669,-362.83,186.669,305.31,186.669,457.52,186.669,300.88,186.669,-82.3,186.669,377.88,186.669,33.63,186.669,-221.24,186.669,-61.06,186.669,105.31,186.669,6.19,186.669,53.1,186.669,-88.5,186.669,307.96,186.669,-83.19,186.669,0.88,186.669,200.88,186.669,287.61,186.669,125.66,186.669,-204.42,186.669,-204.42,186.669,59.29,186.669,313.27,186.669,204.42,186.669,-68.14,186.669,524.78,186.669,307.96,186.669,114.67458,186.669,130.72364,186.669,179.77973,186.669,168.77757,186.669,57.80443,186.669,109.63032,186.669,-126.562,186.669,180.69452,186.669,-107.27231,186.669,37.9564,186.669,129.51063,186.669,-0.60253,186.669,200.56318,186.669,75.30483,186.669,190.328,186.669,174.63698,186.669,332.32978,186.669,250.67262,186.669,509.68464,186.669,219.6963,186.669,-243.73224,186.669,1097.6788,186.669,464.64709,186.669,297.13409,186.669,5.63425,186.669,-64.79768,186.669,502.64774,186.669,-25456.37626,186.669,-3733.83814,186.669,-8135.69826,186.669,-2800.28635,186.669,-99.42448,186.669,8.50892,186.669,109.57678,186.669,-37.75451,186.669,245.82386,186.669,178.75447,186.669,188.33459,186.669,91.48764
187.054,728.21,187.054,450.43,187.054,-49.57,187.054,829.06,187.054,636.75,187.054,4.27,187.054,-7.69,187.054,97.93,187.054,60.36,187.054,21.3,187.054,84.32,187.054,69.82,187.054,30.18,187.054,-29.88,187.054,9.17,187.054,-20.86,187.054,-2.88,187.054,-143.53,187.054,-44.6,187.054,-66.55,187.054,-91.73,187.054,63.03,187.054,152.73,187.054,38.38,187.054,66.87,187.054,11.72,187.054,111.72,187.054,170.1,187.054,169.49,187.054,95.96,187.054,157.58,187.054,128.69,187.054,114.14,187.054,176.57,187.054,173.33,187.054,185.25,187.054,89.09,187.054,79.39,187.054,123.64,187.054,71.92,187.054,126.87,187.054,67.47,187.054,148.48,187.054,106.06,187.054,134.75,187.054,142.63,187.054,85.45,187.054,85.45,187.054,70.51,187.054,103.03,187.054,89.09,187.054,115.76,187.054,142.02,187.054,185.05,187.054,21.9595,187.054,65.62064,187.054,196.98131,187.054,140.46043,187.054,139.97305,187.054,-43.20068,187.054,-121.12302,187.054,247.1317,187.054,-102.31162,187.054,-46.457,187.054,-13.52634,187.054,-196.94221,187.054,67.64268,187.054,-54.68899,187.054,-223.3854,187.054,40.82598,187.054,-159.93357,187.054,-36.75481,187.054,12.24919,187.054,-19.83458,187.054,61.52549,187.054,-178.62544,187.054,124.18628,187.054,-17.79264,187.054,-36.17131,187.054,-83.44324,187.054,-17.20923,187.054,107.06595,187.054,4.52972,187.054,35.66238,187.054,19.81502,187.054,-21.30607,187.054,-69.1801,187.054,50.00944,187.054,2.16129,187.054,-58.67721,187.054,83.9557,187.054,117.89328,187.054,16.05447
187.439,55.46,187.439,96.41,187.439,21.86,187.439,106.04,187.439,111.09,187.439,47.8,187.439,259.12,187.439,255.11,187.439,162.04,187.439,265.69,187.439,471.9,187.439,325.55,187.439,305.84,187.439,366.06,187.439,180.66,187.439,147.76,187.439,-244.78,187.439,-250,187.439,-32.84,187.439,-281.34,187.439,-23.13,187.439,-15.26,187.439,79.56,187.439,34.33,187.439,64.03,187.439,-58.31,187.439,159.4,187.439,-62.67,187.439,28.07,187.439,50.95,187.439,11.99,187.439,-44.41,187.439,31.88,187.439,81.2,187.439,159.67,187.439,84.2,187.439,19.89,187.439,-54.22,187.439,140.6,187.439,49.05,187.439,35.97,187.439,-87.74,187.439,8.45,187.439,-53.13,187.439,64.03,187.439,39.78,187.439,224.25,187.439,224.25,187.439,129.97,187.439,12.53,187.439,63.49,187.439,64.58,187.439,104.36,187.439,166.76,187.439,-239.20606,187.439,114.65037,187.439,-100.96304,187.439,32.31815,187.439,-289.63786,187.439,-257.86719,187.439,-49.58504,187.439,-99.18328,187.439,-230.63919,187.439,-83.95435,187.439,-80.47362,187.439,-21.31126,187.439,-112.67281,187.439,-112.67281,187.439,-140.96048,187.439,-85.03609,187.439,-76.31019,187.439,-28.69847,187.439,-129.04403,187.439,-105.40031,187.439,-133.2279,187.439,54.46208,187.439,42.48364,187.439,9.2612,187.439,-39.96275,187.439,-19.97884,187.439,-68.85759,187.439,11.40428,187.439,9.35759,187.439,13.64579,187.439,5.84873,187.439,-37.42575,187.439,118.99556,187.439,86.37026,187.439,34.51687,187.439,-6.20206,187.439,29.76385,187.439,-3.72119,187.439,100
